Estimated owners,Peak CCU,Required age,Price,DLC count,Supported languages,Full audio languages,Windows,Mac,Linux,Metacritic score,User score,Positive,Negative,Achievements,Recommendations,Multiplayer,Genres
2,0,0,0,0,1,1,1,0,0,0,0,25,0,23,0,0,1
0,0,0,9.99,0,1,1,1,0,0,0,0,2,0,0,0,0,2
2,1,0,2.99,0,1,0,1,1,1,64,0,1053,187,12,976,0,1
4,219,0,0,0,1,1,1,0,0,0,0,1145,195,8,0,1,5
0,0,0,1.99,0,6,2,1,0,0,0,0,6,2,0,0,0,3
0,0,0,0.99,0,3,0,1,0,0,0,0,21,11,0,0,0,5
4,9,0,9.99,0,1,0,1,0,0,74,0,3322,418,0,2766,0,2
0,0,0,0.99,0,1,0,1,0,0,0,0,2,1,0,0,0,1
0,1,0,0,0,29,29,1,0,0,0,0,0,0,11,0,0,2
2,13,0,0,0,3,0,1,0,0,0,0,113,115,0,0,1,4
0,0,0,0.69,0,2,0,1,0,0,0,0,56,2,40,0,0,4
0,0,0,7.49,0,5,0,1,0,0,0,0,4,1,25,0,0,3
0,0,0,1.99,0,1,0,1,0,0,0,0,0,0,0,0,0,3
0,0,0,4.99,0,1,0,1,0,0,0,0,108,2,0,110,0,2
0,0,0,9.99,2,1,1,1,0,0,0,0,37,5,0,0,0,3
0,0,0,4.99,0,1,1,1,0,0,0,0,0,1,0,0,0,2
7,1244,0,0,0,6,0,1,1,1,0,0,56398,2563,14,573,0,4
0,0,0,2.99,0,3,2,1,0,0,0,0,12,19,11,0,0,1
4,1,0,6.99,1,9,0,1,0,0,0,0,862,1054,30,0,0,3
0,1,0,4.99,0,6,0,1,0,0,0,0,140,42,18,157,0,3
0,0,0,9.99,0,2,0,1,0,0,0,0,3,3,36,0,1,4
5,11,0,2.99,0,1,1,1,0,0,0,0,2806,550,0,1948,1,1
0,4,0,6.99,0,3,0,1,0,0,0,0,24,13,16,0,1,3
0,22,0,14.99,0,7,0,1,0,0,0,0,273,55,24,277,0,2
0,0,0,0,0,1,1,1,1,0,0,0,3,4,0,0,0,2
0,0,0,14.99,0,2,0,1,0,0,0,0,3,1,0,0,0,2
0,4,0,9.99,0,1,0,1,0,1,0,0,0,0,0,0,0,2
1,7,0,9.99,0,1,0,1,0,0,0,0,165,180,0,290,0,4
0,0,0,1.99,0,1,0,1,0,0,0,0,5,5,0,0,0,4
0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,4
1,1,0,14.99,1,4,0,1,1,1,0,0,377,5,40,337,0,2
2,113,0,29.99,0,1,1,1,0,0,80,0,2338,50,23,2107,0,1
0,0,0,0.49,0,9,0,1,0,0,0,0,8,1,5,0,0,4
4,0,0,4.49,0,2,0,1,0,0,0,0,0,2,0,0,0,3
0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,2
2,24,0,24.99,0,5,0,1,0,0,0,0,1331,34,9,1272,0,3
7,154,0,29.99,1,9,6,1,0,0,0,0,10956,3227,50,11177,0,3
0,0,0,4.99,0,1,0,1,1,0,0,0,16,2,14,0,0,3
0,0,0,4.99,0,1,0,1,0,0,0,0,1,1,9,0,0,2
0,0,0,0.99,0,1,0,1,0,0,0,0,1,8,0,0,0,2
0,0,0,6.99,0,1,0,1,0,0,0,0,0,0,0,0,0,4
0,0,0,1.99,0,1,1,1,0,0,0,0,0,0,10,0,0,5
0,0,0,5.99,0,8,0,1,1,0,75,0,45,11,13,0,1,4
0,0,0,11.99,0,3,0,1,0,0,0,0,89,47,9,107,0,3
0,0,0,19.99,0,4,2,1,0,0,0,0,12,1,0,0,0,6
0,1,0,12.99,0,4,1,1,0,0,0,0,29,0,16,0,0,2
0,0,0,4.99,1,2,0,1,0,0,0,0,5,0,39,0,1,3
0,0,0,2.99,0,1,0,1,0,0,0,0,1,1,0,0,0,3
0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,4
0,0,18,19.99,0,1,0,1,0,0,0,0,0,0,0,0,0,4
0,0,0,2.49,0,1,1,1,0,0,0,0,8,2,41,0,1,3
0,0,0,4.99,0,2,0,1,0,0,0,0,4,8,4,0,0,1
2,23,0,4.99,0,1,0,1,0,0,0,0,204,46,0,211,0,1
3,0,0,2.49,0,12,0,1,0,0,0,0,1414,450,22,1410,1,2
1,0,0,9.99,0,2,0,1,0,0,0,0,56,54,21,0,0,2
0,0,0,9.99,0,1,0,1,0,0,0,0,50,1,8,0,0,2
1,0,0,13.99,0,1,1,1,1,1,0,0,36,108,50,129,0,7
0,0,0,1.99,0,1,0,1,0,0,0,0,4,1,10,0,0,2
4,9,0,14.99,0,5,0,1,0,0,81,0,1200,402,0,1448,0,1
2,3,0,2.99,1,11,2,1,0,0,0,0,137,56,45,106,1,4
1,0,0,0,0,2,2,1,0,0,0,0,17,39,0,0,0,2
0,0,0,0.99,0,2,0,1,0,0,0,0,223,31,8,168,0,1
0,0,0,4.99,0,2,0,1,0,0,0,0,0,0,5,0,0,4
0,0,0,8.99,0,1,0,1,0,1,0,0,1,0,15,0,0,3
1,0,0,8.99,0,5,0,1,0,0,0,0,18,2,19,0,0,2
0,0,0,4.99,0,1,1,1,1,0,0,0,86,20,0,0,0,1
0,1,0,4.99,0,4,0,1,0,0,0,0,3,1,0,0,0,1
0,0,0,29.99,0,6,6,1,0,0,0,0,24,12,38,0,0,3
1,495,0,39.99,1,8,0,1,1,1,80,0,906,259,265,1090,1,2
0,0,0,0.99,0,1,1,1,0,0,0,0,47,3,0,0,0,4
0,0,0,8.99,0,10,0,1,0,0,0,0,0,0,0,0,0,2
3,80,0,12.99,2,1,1,1,1,0,0,0,1066,147,81,1008,1,2
0,0,0,11.99,0,8,2,1,1,0,0,0,9,2,33,0,0,2
0,0,0,9.99,0,1,0,1,1,1,0,0,0,0,0,0,1,1
0,0,0,14.99,0,2,1,1,0,0,0,0,0,0,0,0,0,3
0,0,0,0.49,0,1,0,1,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,1,0,1,0,0,0,0,5,1,0,0,0,1
0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,3
0,0,0,9.99,0,1,0,1,0,0,0,0,0,0,0,0,0,3
1,0,0,0.54,1,8,0,1,1,1,0,0,31,25,19,0,0,3
0,1,0,4.99,0,4,0,1,0,0,0,0,2,0,0,0,0,1
2,27,0,19.99,0,12,0,1,0,0,0,0,686,158,0,730,0,5
0,0,0,15.99,0,1,0,1,0,0,0,0,6,3,8,0,0,3
0,0,0,2.99,0,9,2,1,0,0,0,0,59,27,0,0,0,2
0,0,0,0,0,1,0,1,1,0,0,0,37,19,0,0,1,1
0,0,0,9.99,0,2,0,1,0,0,0,0,0,0,24,0,0,3
0,0,0,14.99,1,7,2,1,0,0,0,0,45,11,13,0,1,3
0,0,0,0,0,2,2,1,0,0,0,0,0,0,16,0,0,2
0,0,0,3.99,0,1,1,1,0,0,0,0,18,6,0,0,0,1
0,4,0,1.99,0,1,0,1,0,0,0,0,22,6,9,0,0,2
0,0,0,2.49,1,1,1,1,0,1,0,0,15,8,14,0,0,4
1,0,0,5.99,0,4,0,1,0,0,0,0,25,3,0,0,1,5
0,1,0,1.99,0,1,0,1,0,0,0,0,18,4,0,0,0,3
1,1,0,6.99,1,8,0,1,1,1,0,0,498,16,12,499,0,2
0,0,0,4.99,0,12,0,1,0,0,0,0,4,2,0,0,0,1
0,0,0,4.99,0,1,1,1,0,0,0,0,3,2,7,0,0,2
0,0,0,0.99,0,1,0,1,0,0,0,0,6,7,500,0,0,4
0,0,0,0.99,0,2,0,1,0,0,0,0,385,8,37,352,0,3
0,1,0,6.99,0,1,1,1,0,0,0,0,4,0,0,0,0,2
9,564,0,0,0,5,0,1,0,0,0,0,74490,25643,0,720,1,3
0,7,0,10.99,0,7,0,1,0,0,0,0,15,5,0,0,0,4
0,2,0,12.99,0,17,0,1,1,0,0,0,27,5,24,0,0,3
4,516,0,29.99,0,13,3,1,0,0,0,0,10727,2576,0,12550,0,5
2,0,0,0,0,1,0,1,0,0,0,0,1,0,9,0,0,1
0,0,0,0.99,0,1,0,1,0,0,0,0,0,0,8,0,0,3
3,0,0,0,0,1,1,1,0,0,0,0,375,203,37,0,0,4
0,0,0,14.99,0,3,2,1,0,0,0,0,85,45,0,108,0,3
3,1,0,9.99,0,7,7,1,1,1,0,0,325,153,21,176,0,1
0,15,0,9.99,0,1,1,1,0,0,0,0,52,30,85,0,1,2
0,0,0,2.99,0,1,0,1,0,0,0,0,0,3,0,0,0,3
0,0,0,9.99,0,1,1,1,0,0,0,0,10,2,13,0,0,3
0,0,0,5.99,0,1,0,1,0,0,0,0,0,0,0,0,0,4
0,0,0,4.99,0,1,1,1,0,0,0,0,0,0,0,0,0,4
0,0,0,12.99,0,1,1,1,0,0,0,0,7,1,0,0,0,5
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4
0,0,0,1.99,0,2,0,1,0,0,0,0,1,1,0,0,0,7
0,0,0,4.99,0,5,2,1,0,0,0,0,3,2,0,0,1,1
0,0,0,3.99,0,1,0,1,1,1,0,0,12,1,17,0,0,1
4,5,0,0.54,0,1,0,1,0,0,0,0,66,91,3,0,0,4
0,1,0,0.49,0,29,29,1,1,0,0,0,231,27,67,158,0,7
0,0,0,0.59,0,5,0,1,0,0,0,0,15,5,0,0,0,2
0,0,0,0,0,2,2,1,0,0,0,0,12,6,10,0,0,3
0,0,0,14.99,0,1,1,1,0,0,0,0,22,14,0,0,0,3
0,0,0,3.99,0,7,2,1,1,1,0,0,20,9,22,0,0,3
0,0,0,0.49,0,1,0,1,0,0,0,0,2,5,0,0,0,2
1,0,0,0,0,1,0,1,0,0,0,0,16,3,0,0,0,6
0,0,0,4.99,0,1,1,1,0,0,0,0,10,6,6,0,0,2
3,1,0,14.99,0,7,2,1,0,0,73,0,1123,142,25,942,1,3
0,0,0,0.99,0,1,0,1,1,0,0,0,4,1,0,0,0,3
3,0,0,9.99,0,1,0,1,1,1,0,0,545,89,0,421,0,2
0,0,0,6.99,1,4,4,1,0,0,0,0,8,2,16,0,0,3
0,1,0,5.99,0,10,0,1,0,0,0,0,12,1,11,0,0,2
0,0,0,119.99,0,8,0,1,0,0,0,0,10,4,0,0,1,1
1,0,0,2.99,0,6,0,1,1,0,0,0,106,37,0,0,0,2
1,4,0,14.99,0,6,2,1,0,0,0,0,505,106,0,487,0,3
0,0,0,0,0,1,0,1,0,0,0,0,2,0,14,0,0,1
0,0,0,0,0,1,1,1,0,0,0,0,7,2,7,0,0,1
0,0,0,4.99,0,1,1,1,0,0,0,0,53,21,31,0,0,3
0,0,0,1.99,0,1,1,1,0,0,0,0,1,2,0,0,0,15
0,2,0,19.99,1,10,10,1,0,0,80,0,39,1,38,0,0,4
0,0,0,4.99,0,26,0,1,0,1,0,0,17,4,28,0,0,3
0,1,0,4.99,1,5,0,1,0,1,0,0,38,2,15,0,0,2
4,1,0,0.79,0,1,0,1,0,0,0,0,99,33,8,0,0,5
0,0,0,1.99,0,1,0,1,0,0,0,0,6,3,0,0,0,4
0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,2
1,1,0,9.99,0,11,2,1,1,0,0,0,298,124,25,345,1,1
0,0,0,0.99,1,2,0,1,0,0,0,0,84,26,510,0,0,2
0,0,0,0,0,4,0,1,0,0,0,0,0,0,12,0,1,4
4,23,0,29.99,1,10,2,1,0,0,73,0,2370,937,156,2805,1,3
0,0,0,17.99,0,1,0,1,0,0,0,0,55,5,0,0,0,5
0,0,0,1.99,0,1,0,1,0,0,0,0,0,2,0,0,0,3
0,8,0,12.9,1,8,0,1,0,0,0,0,24,3,48,0,1,1
1,0,0,2.99,0,1,0,1,1,1,0,0,158,6,11,104,0,2
2,3,0,14.99,0,11,2,1,0,0,0,0,639,284,46,816,0,3
1,396,0,13.99,1,1,0,1,0,0,0,0,394,80,62,461,0,4
0,0,0,49.99,1,1,0,1,1,1,0,0,2,1,0,0,0,1
0,0,0,1.99,0,1,0,1,0,0,0,0,32,0,100,0,0,3
0,0,0,0,0,5,0,1,1,1,0,0,18,2,17,0,0,1
4,3,0,0,1,4,0,1,0,0,0,0,2037,76,8,0,0,4
0,1,0,6.99,1,11,3,1,0,0,0,0,283,124,17,340,0,3
0,0,0,0,0,1,1,1,0,0,0,0,19,7,0,0,1,5
1,0,0,1.99,0,5,0,1,1,1,0,0,18,12,6,0,0,3
0,0,0,9.99,0,1,1,1,0,0,0,0,0,1,0,0,0,2
1,0,0,4.99,0,1,0,1,0,0,0,0,54,27,35,0,0,2
0,1,0,8.99,0,1,0,1,0,0,0,0,33,10,0,0,0,2
3,2,0,4.99,0,11,2,1,1,1,0,0,1567,314,20,1635,0,3
0,1,0,24.99,0,4,3,1,0,0,65,0,83,31,15,0,0,2
0,0,0,9.99,0,2,0,1,0,0,0,0,9,1,14,0,0,3
1,0,0,6.99,2,1,1,1,0,1,0,0,181,9,0,161,0,3
6,36912,0,29.99,1,16,0,1,0,0,0,0,39381,912,24,40037,0,2
0,0,0,1.99,1,1,0,1,0,0,0,0,27,4,25,0,0,1
0,0,0,9.99,1,1,0,1,0,0,0,0,50,10,0,0,0,5
1,0,0,6.99,0,1,0,1,1,1,0,0,72,26,12,0,0,3
0,0,0,0,0,1,1,1,0,0,0,0,5,5,0,0,0,2
3,123,0,29.99,6,8,2,1,0,0,79,0,2379,819,51,2601,1,3
0,0,0,59.99,0,4,2,1,0,0,0,0,11,6,36,0,0,1
0,0,0,0.99,0,2,2,1,0,0,0,0,0,2,0,0,0,5
0,0,0,4.99,0,1,1,1,0,0,0,0,30,9,0,0,1,5
0,0,0,0.49,0,1,0,1,0,0,0,0,8,10,0,0,0,2
0,0,0,1.99,0,2,2,1,0,0,0,0,1,1,0,0,0,2
1,7,0,1.99,0,1,1,1,0,0,0,0,29,30,0,0,0,2
0,2,0,8.99,0,11,11,1,1,0,0,0,16,9,13,0,0,3
3,8,0,0,0,1,0,1,1,0,0,0,549,199,16,0,1,4
0,0,0,4.99,0,1,0,1,0,0,0,0,2,4,0,0,1,4
0,1,18,19.99,4,1,1,1,1,1,0,80,43,5,50,118,0,1
0,0,0,0.99,0,1,1,1,0,0,0,0,0,0,0,0,0,3
0,180,0,0.49,0,1,0,1,0,0,0,0,0,0,10,374,0,3
0,0,0,2.99,0,1,0,1,0,0,0,0,2,3,0,0,0,5
0,0,0,0.99,0,29,29,1,1,0,0,0,0,0,100,0,0,3
2,5,0,0,0,8,0,1,0,0,0,0,186,100,0,0,1,3
0,0,0,0.99,0,2,0,1,0,0,0,0,3,1,7,0,0,13
0,5,0,14.99,0,3,0,1,0,0,0,0,78,36,0,101,0,3
0,0,0,4.99,0,1,1,1,0,0,65,0,9,14,0,0,0,2
0,0,0,0.99,0,1,0,1,0,0,0,0,2,3,0,0,0,1
0,0,0,9.99,0,1,1,1,1,1,53,0,14,5,20,0,0,2
3,2,0,0.99,0,4,0,1,0,0,0,0,174,840,0,550,0,4
0,0,0,2.24,1,1,0,1,0,0,0,0,9,10,15,0,0,1
0,0,0,0,0,1,0,1,0,0,27,0,1,49,64,0,1,3
0,0,0,7.99,0,4,4,1,0,0,0,0,17,1,0,0,0,3
0,0,0,5.99,0,1,0,1,0,0,0,0,11,5,7,0,0,1
0,1,0,17.99,0,9,0,1,0,0,0,0,22,12,0,0,0,2
1,26,0,12.99,1,8,0,1,0,0,0,0,1125,99,45,1127,0,2
1,0,0,12.99,1,15,0,1,1,0,0,0,767,50,18,746,0,4
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3
1,0,0,0,0,8,2,1,0,0,0,0,87,27,0,0,0,3
0,0,0,11.99,0,1,0,1,1,1,0,0,6,0,31,0,0,2
2,0,0,0,0,1,0,1,0,0,0,0,56,40,0,0,0,5
0,0,0,2.99,0,1,0,1,1,0,0,0,6,2,2,0,0,2
0,1,0,5.99,0,7,0,1,1,0,0,0,28,19,0,0,0,3
3,1,0,0,0,5,0,1,0,0,0,0,676,68,12,0,0,3
0,0,0,19.99,0,2,2,1,0,0,0,0,86,73,38,135,0,4
0,0,13,19.99,0,2,0,1,0,0,0,0,12,4,48,0,0,1
0,0,0,13.99,0,6,2,1,0,0,65,0,14,10,18,0,0,3
0,1,0,29.99,0,9,2,1,0,0,0,0,81,106,19,175,0,2
1,0,0,3.99,1,13,0,1,1,0,0,0,79,37,13,0,0,2
1,1,0,6.99,0,2,2,1,0,0,49,0,65,56,25,0,1,3
0,0,0,2.99,1,2,0,1,1,0,0,0,1,1,9,0,0,3
0,0,0,0,0,1,1,1,0,0,0,0,5,4,0,0,0,3
0,5,0,7.99,0,3,0,1,0,0,0,0,53,6,50,0,0,2
0,0,0,0,0,1,0,1,0,0,0,0,0,0,8,0,0,3
2,10,0,9.99,0,9,0,1,0,1,0,0,944,54,21,910,0,4
1,0,0,0.99,0,1,0,1,0,0,0,0,78,74,5000,0,0,2
2,18,0,19.99,0,2,2,1,0,0,0,0,2216,49,33,1814,0,3
1,2,0,0,1,2,2,1,0,0,0,0,156,37,37,0,1,4
0,1,0,7.49,0,2,0,1,0,0,0,0,93,4,0,0,0,9
0,1,0,6.99,0,1,1,1,1,1,0,0,51,3,0,0,0,1
0,0,0,0.99,0,2,2,1,1,0,0,0,12,2,14,0,0,3
0,0,0,5.99,0,1,1,1,0,0,0,0,7,14,8,0,0,2
0,0,0,19.99,0,1,0,1,0,0,0,0,12,0,5,0,1,5
3,0,0,1.99,0,27,27,1,1,1,0,0,37,92,505,118,0,4
0,0,0,0.99,0,1,0,1,0,0,0,0,4,0,5,0,1,5
0,0,0,1.99,0,6,6,1,1,1,0,0,178,11,62,177,0,5
1,0,0,0,0,1,1,1,0,0,0,0,9,6,0,0,0,3
2,13,0,9.99,1,27,27,1,1,0,81,0,2108,482,7,2213,0,3
0,0,0,6.99,0,12,0,1,0,0,0,0,20,22,29,0,0,5
0,0,0,0.99,0,1,0,1,0,0,0,0,24,30,2126,0,0,1
4,10,0,9.99,8,5,0,1,0,0,0,0,6834,316,12,3976,0,1
0,3,0,2.99,0,3,0,1,0,0,0,0,15,0,50,0,0,2
0,0,0,7.99,0,3,0,1,1,0,0,0,0,0,9,0,0,2
0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2
0,0,0,14.99,0,5,2,1,0,0,0,0,20,14,50,0,0,1
0,0,0,4.99,0,4,0,1,0,0,0,0,0,0,14,0,0,2
4,16,0,16.99,0,18,2,1,1,1,66,0,5446,776,10,4561,0,3
3,2,0,0.99,0,1,0,1,0,0,0,0,113,99,0,0,0,1
0,0,0,9.99,0,1,1,1,0,0,0,0,36,0,4,0,0,4
1,1,0,4.99,3,1,1,1,0,0,0,0,51,30,20,0,0,2
0,0,0,0.99,0,5,0,1,0,0,0,0,22,5,14,0,1,1
1,37,0,24.99,1,8,0,1,1,0,0,0,832,122,27,932,0,4
4,1,0,9.99,0,1,1,1,1,0,0,0,266,30,0,234,0,1
0,1,0,0.49,12,1,0,1,0,0,0,0,2,2,0,0,0,6
0,6,0,8.49,1,6,2,1,0,0,0,0,0,0,0,328,0,3
1,1,0,14.99,1,5,0,1,0,0,0,0,145,57,60,168,1,3
1,0,0,4.99,0,7,7,1,1,1,39,0,246,176,20,257,0,2
0,0,0,17.99,0,1,0,1,0,0,0,0,1,1,0,0,0,3
1,0,0,9.99,0,2,0,1,0,0,0,0,9,2,0,0,0,4
0,0,0,1.99,0,1,0,1,0,0,0,0,6,1,5,0,0,1
1,0,0,1.99,0,2,0,1,0,0,68,0,16,2,0,0,0,1
0,0,0,19.99,0,2,2,1,0,0,0,0,3,5,36,0,1,3
0,0,0,4.99,0,1,1,1,0,0,0,0,0,3,0,0,0,1
0,0,0,14.99,0,1,0,1,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,5
0,0,0,2.99,0,1,1,1,0,0,0,0,1,0,21,0,0,2
1,0,0,0,0,3,3,1,1,0,0,0,4,1,0,0,1,3
1,0,0,4.99,0,1,1,1,0,0,0,0,106,57,10,115,0,2
1,67,0,11.99,0,1,1,1,0,0,0,0,466,41,0,493,0,5
0,3,0,2.99,0,1,1,1,0,0,0,0,100,16,0,0,1,8
0,0,0,0,0,1,0,1,0,0,0,0,0,0,17,0,0,3
4,105,0,19.99,0,15,0,1,0,0,0,0,1580,46,53,1548,0,1
0,0,0,5.99,0,1,1,1,1,1,0,0,28,3,0,0,1,2
0,0,0,199.99,0,2,2,1,0,0,0,0,0,0,0,0,0,1
0,0,0,1.99,0,1,1,1,1,1,0,0,1,1,0,0,0,5
2,43,0,14.99,2,11,0,1,0,0,0,0,2323,236,17,2380,0,4
0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2
0,0,0,1.49,0,1,1,1,0,0,0,0,32,30,5000,0,0,4
0,0,0,0.99,0,2,0,1,1,1,0,0,22,9,5,0,0,2
0,0,0,1.99,0,10,0,1,1,0,0,0,37,17,5,0,0,3
0,0,0,2.99,0,2,0,1,0,0,0,0,3,3,4,0,0,1
0,1,0,1.99,2,1,0,1,0,0,0,0,0,0,40,0,0,2
0,1,0,14.99,0,1,1,1,0,0,0,0,25,7,40,0,0,4
2,0,0,0,0,1,1,1,0,0,0,0,35,15,0,0,0,5
3,20,0,1.99,0,10,0,1,0,0,0,0,2161,354,16,4312,0,1
0,0,0,1.99,0,2,0,1,0,0,0,0,2,1,0,0,0,3
1,69,0,4.99,0,1,1,1,1,1,0,0,97,16,15,0,1,2
1,0,0,4.99,1,1,0,1,0,0,0,0,35,11,12,0,1,4
4,40,0,34.99,6,7,2,1,0,0,73,0,2396,851,54,2821,0,4
0,0,0,199.99,1,1,0,1,0,0,0,0,2,2,0,0,0,3
0,0,0,0,0,1,0,1,0,0,0,0,0,0,15,0,1,3
1,1,0,11.99,0,8,0,1,0,0,76,0,109,22,35,119,1,2
0,0,0,0.99,0,1,1,1,0,0,0,0,4,2,0,0,0,4
0,0,0,5.99,0,1,0,1,0,0,0,0,6,0,0,0,0,2
2,0,0,0,0,1,1,1,0,0,0,0,486,115,0,0,0,1
0,0,0,4.99,0,1,1,1,0,0,0,0,3,3,0,0,0,2
0,5,0,5.99,0,11,2,1,0,0,0,0,27,5,20,0,0,2
0,0,0,9.99,0,3,3,1,0,0,0,0,20,24,0,0,0,1
2,5,0,9.99,0,1,1,1,0,0,0,0,11,12,0,0,1,3
0,0,0,9.99,0,1,0,1,0,0,0,0,11,1,0,0,0,1
0,0,0,0,1,1,0,1,0,0,0,0,0,0,7,0,0,2
2,1,0,0.99,0,1,1,1,1,0,0,0,320,57,24,243,0,3
4,177,0,24.99,0,1,0,1,0,0,0,0,837,63,0,743,0,1
0,0,0,0.99,0,1,1,1,0,0,0,0,19,4,100,0,0,2
0,0,0,7.99,0,6,0,1,1,0,0,0,0,0,6,0,0,3
0,0,0,0,0,1,1,1,0,0,0,0,39,9,0,0,0,3
0,0,0,12.99,0,1,1,1,1,1,0,0,10,3,0,0,1,4
0,0,0,2.99,0,5,0,1,1,0,0,0,8,4,0,0,1,3
0,0,0,0,0,1,1,1,0,0,0,0,153,49,0,181,0,2
0,0,0,0.99,0,2,0,1,0,0,0,0,17,16,0,0,0,3
0,0,0,2.99,0,1,0,1,0,0,0,0,0,0,14,0,1,2
0,0,0,9.99,0,29,0,1,0,0,0,0,13,4,10,0,0,4
0,1,0,4.99,0,1,0,1,0,0,0,0,18,6,30,0,0,4
3,0,0,0,0,1,2,1,0,0,0,0,76,67,0,0,1,6
1,0,0,4.99,0,5,5,1,0,0,0,0,3,1,11,0,1,4
1,11,0,9.99,0,6,0,1,0,0,69,0,137,51,47,143,0,2
0,0,0,4.99,0,5,0,1,0,0,0,0,39,18,10,0,1,2
0,0,0,19.99,0,2,0,1,0,0,0,0,1,0,0,0,0,4
0,0,0,11.04,0,1,0,1,0,0,0,0,4,0,8,0,0,5
0,0,0,7.99,0,1,0,1,0,0,0,0,17,0,0,0,0,3
0,0,0,4.99,1,3,3,1,0,0,0,0,25,23,7,0,0,4
0,1,0,11.99,0,1,1,1,0,0,0,0,17,1,45,0,1,5
0,0,0,8.99,0,1,1,1,1,0,0,0,2,0,0,0,0,2
1,3,0,14.99,0,6,0,1,0,0,62,0,215,130,41,302,0,3
2,0,0,0,0,2,0,1,1,1,0,0,68,66,0,0,1,9
1,1,0,0.99,0,2,2,1,1,1,0,0,48,14,0,0,0,1
0,0,0,0.49,0,1,0,1,0,0,0,0,8,18,1,0,0,3
0,0,0,4.99,0,1,1,1,1,1,0,0,73,10,0,0,0,1
1,1,0,2.99,1,9,9,1,0,0,79,0,208,22,13,0,0,2
0,2,0,9.99,1,1,1,1,1,1,0,0,0,0,23,187,0,1
0,0,0,4.99,1,3,0,1,0,1,0,0,3,0,21,0,0,1
0,0,0,0,0,2,0,1,1,1,0,0,3,0,0,0,0,4
0,0,0,1.99,0,1,0,1,0,0,0,0,0,0,42,0,0,3
0,0,0,0.5,1,1,0,1,0,0,0,0,54,97,75,117,0,3
0,0,0,1.99,0,1,0,1,0,0,0,0,10,2,5,0,0,3
0,0,0,6.99,0,9,9,1,0,0,0,0,14,3,5,0,0,3
0,1,0,9.99,0,8,0,1,0,0,0,0,26,8,0,0,0,3
4,4,0,1.99,0,1,0,1,0,0,0,0,3066,309,0,2235,0,2
0,2,0,4.99,0,1,1,1,0,0,0,0,171,109,0,227,0,6
0,0,0,24.99,0,3,0,1,0,0,0,0,26,1,0,0,0,2
0,0,0,14.99,0,1,0,1,0,0,0,0,0,3,0,0,0,2
0,0,0,2.99,0,1,0,1,0,0,0,0,74,17,27,0,0,2
0,0,0,0,0,27,2,1,0,0,0,0,0,0,0,0,0,5
0,0,0,4.99,0,27,0,1,0,1,0,0,0,0,0,0,0,3
0,0,0,0.99,0,1,0,1,0,0,0,0,0,0,20,0,0,2
3,5,0,9.99,0,2,2,1,0,0,0,0,488,134,0,321,0,3
1,0,0,0,0,1,2,1,0,0,0,0,126,22,0,0,0,3
5,25,0,14.99,1,12,2,1,1,1,69,0,8199,575,32,7363,1,3
0,0,0,1.99,0,2,0,1,0,0,0,0,8,1,10,0,0,3
1,0,0,3.99,0,2,0,1,0,0,0,0,14,11,20,0,0,1
0,0,0,4.99,0,5,0,1,0,0,0,0,1,0,5,0,0,3
0,0,0,0.99,0,1,1,1,0,0,0,0,0,1,0,0,0,4
0,0,0,4.99,1,1,1,1,0,0,0,0,3,1,6,0,0,2
0,3,0,15.99,0,1,1,1,0,0,0,0,94,62,19,141,0,2
0,0,0,0.99,0,1,1,1,0,0,0,0,0,1,0,0,1,3
0,0,0,24.99,0,3,3,1,0,0,0,0,2,2,0,0,0,3
2,16,0,19.99,4,11,2,1,0,0,0,0,657,180,83,738,0,2
0,4,0,18.99,0,8,0,1,1,1,0,0,168,54,0,209,1,4
0,0,0,9.99,0,1,1,1,0,0,0,0,2,1,0,0,0,2
0,0,0,0.99,0,1,0,1,0,0,0,0,0,0,9,0,0,2
0,0,0,4.99,0,1,0,1,1,0,0,0,11,2,0,0,0,3
0,0,0,4.99,0,2,0,1,0,0,0,0,3,0,0,0,1,4
2,0,0,14.99,0,5,0,1,0,0,0,0,372,175,0,394,1,5
0,0,0,8.99,0,2,2,1,0,0,0,0,1,1,0,0,0,1
1,2,0,0,0,1,0,1,0,0,76,0,61,39,0,0,0,1
0,0,0,10.99,0,2,2,1,0,0,0,0,8,0,0,0,0,2
0,0,0,0,0,2,2,1,0,0,0,0,4,3,0,0,0,3
3,5,0,19.99,0,10,0,1,0,0,75,0,3177,477,21,2171,0,2
1,0,0,2.99,0,1,0,1,1,1,0,0,40,14,105,0,0,3
0,0,0,4.99,0,14,0,1,0,0,0,0,0,1,0,0,0,2
0,0,0,7.99,0,1,0,1,0,0,0,0,30,6,12,0,0,3
